Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint,
23328;Chesapeake;VA;36.7085;-76.278531;-5;1;36.7085,-76.278531
24062;Blacksburg;VA;37.174227;-80.395698;-5;1;37.174227,-80.395698
24008;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
23176;Wake;VA;37.571789;-76.41631;-5;1;37.571789,-76.41631
24620;Hurley;VA;37.409883;-82.02317;-5;1;37.409883,-82.02317
24292;Whitetop;VA;36.59565;-81.59154;-5;1;36.59565,-81.59154
23290;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
23486;Willis Wharf;VA;37.518917;-75.810482;-5;1;37.518917,-75.810482
24069;Cascade;VA;36.586545;-79.64194;-5;1;36.586545,-79.64194
22218;Arlington;VA;38.880811;-77.11295;-5;1;38.880811,-77.11295
24324;Draper;VA;36.973028;-80.79309;-5;1;36.973028,-80.79309
23435;Suffolk;VA;36.84882;-76.46521;-5;1;36.84882,-76.46521
24550;Evington;VA;37.237928;-79.28268;-5;1;37.237928,-79.28268
23178;Ware Neck;VA;37.400287;-76.46089;-5;1;37.400287,-76.46089
24605;Bluefield;VA;37.222548;-81.3367;-5;1;37.222548,-81.3367
23101;Macon;VA;37.553314;-77.892964;-5;1;37.553314,-77.892964
23297;Richmond;VA;37.389721;-77.561266;-5;1;37.389721,-77.561266
23025;Cardinal;VA;37.422209;-76.37304;-5;1;37.422209,-76.37304
23228;Richmond;VA;37.621745;-77.48896;-5;1;37.621745,-77.48896
23541;Norfolk;VA;36.931166;-76.23972;-5;1;36.931166,-76.23972
24513;Lynchburg;VA;37.245798;-79.133546;-5;1;37.245798,-79.133546
22720;Goldvein;VA;38.474222;-77.64361;-5;1;38.474222,-77.64361
23191;Zanoni;VA;37.418242;-76.508402;-5;1;37.418242,-76.508402
23834;Colonial Heights;VA;37.265403;-77.40438;-5;1;37.265403,-77.40438
23839;Dendron;VA;37.079298;-76.92155;-5;1;37.079298,-76.92155
22454;Dunnsville;VA;37.854791;-76.81298;-5;1;37.854791,-76.81298
24639;Raven;VA;37.136584;-81.89068;-5;1;37.136584,-81.89068
23487;Windsor;VA;36.828408;-76.73506;-5;1;36.828408,-76.73506
22334;Alexandria;VA;38.815762;-77.09005;-5;1;38.815762,-77.09005
22606;Newport News;VA;38.112139;-77.329674;-5;1;38.112139,-77.329674
22640;Huntly;VA;38.808303;-78.13578;-5;1;38.808303,-78.13578
22748;Wolftown;VA;38.372652;-78.380509;-5;1;38.372652,-78.380509
23398;Jamesville;VA;37.534336;-75.877052;-5;1;37.534336,-75.877052
23941;Fort Mitchell;VA;36.948129;-78.248333;-5;1;36.948129,-78.248333
24504;Lynchburg;VA;37.400275;-79.12597;-5;1;37.400275,-79.12597
22959;North Garden;VA;37.935994;-78.64088;-5;1;37.935994,-78.64088
22649;Middletown;VA;39.004774;-78.247806;-5;1;39.004774,-78.247806
23177;Walkerton;VA;37.728152;-76.99901;-5;1;37.728152,-76.99901
23140;Providence Forge;VA;37.438569;-77.03578;-5;1;37.438569,-77.03578
22406;Fredericksburg;VA;38.387261;-77.54676;-5;1;38.387261,-77.54676
24431;Crimora;VA;38.167914;-78.84222;-5;1;38.167914,-78.84222
23510;Norfolk;VA;36.852547;-76.29028;-5;1;36.852547,-76.29028
24077;Cloverdale;VA;37.369313;-79.90303;-5;1;37.369313,-79.90303
23181;West Point;VA;37.559878;-76.83018;-5;1;37.559878,-76.83018
24440;Greenville;VA;37.996542;-79.15354;-5;1;37.996542,-79.15354
23180;Water View;VA;37.710586;-76.63179;-5;1;37.710586,-76.63179
23630;Hampton;VA;37.072658;-76.38992;-5;1;37.072658,-76.38992
22701;Culpeper;VA;38.459521;-77.99875;-5;1;38.459521,-77.99875
23517;Norfolk;VA;36.870197;-76.29271;-5;1;36.870197,-76.29271
24432;Deerfield;VA;38.178513;-79.42701;-5;1;38.178513,-79.42701
23146;Rockville;VA;37.725675;-77.69002;-5;1;37.725675,-77.69002
23351;Exmore;VA;37.528076;-75.822769;-5;1;37.528076,-75.822769
24640;Red Ash;VA;37.13549;-81.563406;-5;1;37.13549,-81.563406
22547;Sealston;VA;38.271077;-77.17261;-5;1;38.271077,-77.17261
23126;Newtown;VA;37.902954;-77.14586;-5;1;37.902954,-77.14586
24361;Meadowview;VA;36.763059;-81.84774;-5;1;36.763059,-81.84774
23631;Hampton;VA;37.072658;-76.38992;-5;1;37.072658,-76.38992
22901;Charlottesville;VA;38.072402;-78.50149;-5;1;38.072402,-78.50149
23120;Moseley;VA;37.422868;-77.7813;-5;1;37.422868,-77.7813
23250;Richmond;VA;37.507498;-77.332916;-5;1;37.507498,-77.332916
24015;Roanoke;VA;37.258787;-79.97816;-5;1;37.258787,-79.97816
24280;Rosedale;VA;36.954936000000004;-81.94252;-5;1;36.954936,-81.94252
20106;Amissville;VA;38.683116;-77.99031;-5;1;38.683116,-77.99031
22307;Alexandria;VA;38.774863;-77.0593;-5;1;38.774863,-77.0593
23692;Yorktown;VA;37.178417;-76.46751;-5;1;37.178417,-76.46751
23308;Bloxom;VA;37.828492;-75.61896;-5;1;37.828492,-75.61896
24313;Barren Springs;VA;36.909335;-80.80411;-5;1;36.909335,-80.80411
22121;Mount Vernon;VA;38.830912;-77.432252;-5;1;38.830912,-77.432252
22728;Midland;VA;38.587503;-77.70952;-5;1;38.587503,-77.70952
22508;Locust Grove;VA;38.326624;-77.76987;-5;1;38.326624,-77.76987
24475;Spottswood;VA;37.9651;-79.2357;-5;1;37.9651,-79.2357
24093;Glen Lyn;VA;37.377877;-80.85658;-5;1;37.377877,-80.85658
22715;Brightwood;VA;38.414359;-78.18321;-5;1;38.414359,-78.18321
24323;Crockett;VA;36.88091;-81.1992;-5;1;36.88091,-81.1992
23705;Portsmouth;VA;36.868553;-76.355165;-5;1;36.868553,-76.355165
23504;Norfolk;VA;36.859362;-76.27028;-5;1;36.859362,-76.27028
23227;Richmond;VA;37.606778;-77.44775;-5;1;37.606778,-77.44775
22302;Alexandria;VA;38.829512;-77.08204;-5;1;38.829512,-77.08204
24270;Mendota;VA;36.720381;-82.26093;-5;1;36.720381,-82.26093
23275;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
22840;McGaheysville;VA;38.387721;-78.73452;-5;1;38.387721,-78.73452
22935;Dyke;VA;38.254105;-78.56548;-5;1;38.254105,-78.56548
22721;Graves Mill;VA;38.428509;-78.267848;-5;1;38.428509,-78.267848
24087;Elliston;VA;37.218668;-80.2335;-5;1;37.218668,-80.2335
20172;Herndon;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
23463;Virginia Beach;VA;36.795669;-76.012628;-5;1;36.795669,-76.012628
23001;Achilles;VA;37.293165;-76.41057;-5;1;37.293165,-76.41057
23091;Little Plymouth;VA;37.638259;-76.82858;-5;1;37.638259,-76.82858
22125;Occoquan;VA;38.683295;-77.26044;-5;1;38.683295,-77.26044
23162;Studley;VA;37.772187;-77.45264;-5;1;37.772187,-77.45264
22830;Fulks Run;VA;38.637545;-78.95205;-5;1;38.637545,-78.95205
23092;Locust Hill;VA;37.593059;-76.50694;-5;1;37.593059,-76.50694
24368;Rural Retreat;VA;36.889364;-81.28162;-5;1;36.889364,-81.28162
22911;Charlottesville;VA;38.07735;-78.42042000000001;-5;1;38.07735,-78.42042
22940;Free Union;VA;38.197583;-78.59304;-5;1;38.197583,-78.59304
24005;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
23879;Skippers;VA;36.584448;-77.58854;-5;1;36.584448,-77.58854
24366;Rocky Gap;VA;37.261609;-81.10659;-5;1;37.261609,-81.10659
23067;Hadensville;VA;37.825208;-77.989878;-5;1;37.825208,-77.989878
23828;Branchville;VA;36.582188;-77.27759;-5;1;36.582188,-77.27759
20186;Warrenton;VA;38.707135;-77.8145;-5;1;38.707135,-77.8145
24060;Blacksburg;VA;37.232027;-80.42127;-5;1;37.232027,-80.42127
24533;Clifford;VA;37.582488;-78.93618;-5;1;37.582488,-78.93618
23341;Craddockville;VA;37.577292;-75.864607;-5;1;37.577292,-75.864607
23920;Brodnax;VA;36.732859;-77.99591;-5;1;36.732859,-77.99591
22333;Alexandria;VA;38.815762;-77.09005;-5;1;38.815762,-77.09005
23230;Richmond;VA;37.580346;-77.48831;-5;1;37.580346,-77.48831
23702;Portsmouth;VA;36.803981;-76.32386;-5;1;36.803981,-76.32386
24382;Wytheville;VA;36.947446;-81.09439;-5;1;36.947446,-81.09439
24589;Scottsburg;VA;36.759749;-78.78547;-5;1;36.759749,-78.78547
24066;Buchanan;VA;37.532991;-79.68004;-5;1;37.532991,-79.68004
24613;Falls Mills;VA;37.273973;-81.31688;-5;1;37.273973,-81.31688
24025;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
22741;Stevensburg;VA;38.442247;-77.8962;-5;1;38.442247,-77.8962
23418;Onley;VA;37.685446999999996;-75.71051;-5;1;37.685447,-75.71051
22953;Madison Mills;VA;38.428509;-78.267848;-5;1;38.428509,-78.267848
23429;Seaview;VA;37.271104;-75.953608;-5;1;37.271104,-75.953608
23887;Valentines;VA;36.563755;-77.82652;-5;1;36.563755,-77.82652
24246;East Stone Gap;VA;36.864429;-82.737469;-5;1;36.864429,-82.737469
22553;Spotsylvania;VA;38.207275;-77.64378;-5;1;38.207275,-77.64378
24556;Goode;VA;37.361512;-79.3981;-5;1;37.361512,-79.3981
23651;Fort Monroe;VA;37.002997;-76.32039;-5;1;37.002997,-76.32039
22404;Fredericksburg;VA;38.298305;-77.489913;-5;1;38.298305,-77.489913
22853;Timberville;VA;38.641556;-78.76258;-5;1;38.641556,-78.76258
23284;Richmond;VA;37.549446;-77.451155;-5;1;37.549446,-77.451155
24115;Martinsville;VA;36.679571;-79.865168;-5;1;36.679571,-79.865168
23417;Onancock;VA;37.70973;-75.76272;-5;1;37.70973,-75.76272
23876;Rawlings;VA;36.951449;-77.82402;-5;1;36.951449,-77.82402
24095;Goodview;VA;37.21556;-79.73922;-5;1;37.21556,-79.73922
24381;Woodlawn;VA;36.714663;-80.82602;-5;1;36.714663,-80.82602
22727;Madison;VA;38.393351;-78.28737;-5;1;38.393351,-78.28737
23106;Manquin;VA;37.704693;-77.20342;-5;1;37.704693,-77.20342
23821;Alberta;VA;36.87229;-77.91125;-5;1;36.87229,-77.91125
22095;Herndon;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
23690;Yorktown;VA;37.227904;-76.51278;-5;1;37.227904,-76.51278
24203;Bristol;VA;36.761613;-81.968712;-5;1;36.761613,-81.968712
23045;Diggs;VA;37.426154;-76.26844;-5;1;37.426154,-76.26844
23666;Hampton;VA;37.050946;-76.40711;-5;1;37.050946,-76.40711
22723;Hood;VA;38.331957;-78.3774;-5;1;38.331957,-78.3774
23076;Hudgins;VA;37.475132;-76.31316;-5;1;37.475132,-76.31316
23103;Manakin Sabot;VA;37.639354;-77.72841;-5;1;37.639354,-77.72841
23670;Hampton;VA;37.072658;-76.38992;-5;1;37.072658,-76.38992
22650;Rileyville;VA;38.76592;-78.36545;-5;1;38.76592,-78.36545
23337;Wallops Island;VA;37.931216;-75.47192;-5;1;37.931216,-75.47192
23707;Portsmouth;VA;36.835215;-76.3457;-5;1;36.835215,-76.3457
23432;Suffolk;VA;36.871628;-76.56063;-5;1;36.871628,-76.56063
23512;Norfolk;VA;36.931166;-76.23972;-5;1;36.931166,-76.23972
24162;Shawsville;VA;37.14374;-80.26233;-5;1;37.14374,-80.26233
22501;Ladysmith;VA;38.015899;-77.559298;-5;1;38.015899,-77.559298
22980;Waynesboro;VA;38.076547;-78.89839;-5;1;38.076547,-78.89839
22153;Springfield;VA;38.745164;-77.23535;-5;1;38.745164,-77.23535
23833;Church Road;VA;37.197024;-77.66932;-5;1;37.197024,-77.66932
24010;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
20141;Round Hill;VA;39.119917;-77.77328;-5;1;39.119917,-77.77328
23356;Greenbackville;VA;37.999025;-75.41634;-5;1;37.999025,-75.41634
20169;Haymarket;VA;38.860551;-77.64947;-5;1;38.860551,-77.64947
22207;Arlington;VA;38.903697;-77.12749;-5;1;38.903697,-77.12749
22046;Falls Church;VA;38.886311;-77.18098;-5;1;38.886311,-77.18098
22908;Charlottesville;VA;38.040101;-78.485066;-5;1;38.040101,-78.485066
23897;Yale;VA;36.828831;-77.28288;-5;1;36.828831,-77.28288
24147;Rich Creek;VA;37.38389;-80.81734;-5;1;37.38389,-80.81734
22401;Fredericksburg;VA;38.301829;-77.47077;-5;1;38.301829,-77.47077
22481;Jersey;VA;38.271077;-77.17261;-5;1;38.271077,-77.17261
24637;Pounding Mill;VA;37.076801;-81.70519;-5;1;37.076801,-81.70519
24607;Breaks;VA;37.297387;-82.27942;-5;1;37.297387,-82.27942
23069;Hanover;VA;37.753904;-77.33963;-5;1;37.753904,-77.33963
22663;White Post;VA;39.045019;-78.12417;-5;1;39.045019,-78.12417
20170;Herndon;VA;38.977109;-77.38527;-5;1;38.977109,-77.38527
23830;Carson;VA;37.01775;-77.39475;-5;1;37.01775,-77.39475
24263;Jonesville;VA;36.687716;-83.15587;-5;1;36.687716,-83.15587
22156;Springfield;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
22403;Fredericksburg;VA;38.417273;-77.460814;-5;1;38.417273,-77.460814
22880;Waynesboro;VA;38.058102;-78.878493;-5;1;38.058102,-78.878493
23323;Chesapeake;VA;36.757815;-76.3358;-5;1;36.757815,-76.3358
22802;Harrisonburg;VA;38.477752;-78.86302;-5;1;38.477752,-78.86302
23829;Capron;VA;36.724498;-77.21893;-5;1;36.724498,-77.21893
20143;Catharpin;VA;38.858613;-77.56391;-5;1;38.858613,-77.56391
22904;Charlottesville;VA;38.040101;-78.485066;-5;1;38.040101,-78.485066
24171;Stuart;VA;36.655575;-80.23909;-5;1;36.655575,-80.23909
22716;Castleton;VA;38.627135;-78.11341;-5;1;38.627135,-78.11341
22480;Irvington;VA;37.66871;-76.41038;-5;1;37.66871,-76.41038
22511;Lottsburg;VA;37.991772;-76.48985;-5;1;37.991772,-76.48985
22807;Harrisonburg;VA;38.440898;-78.874173;-5;1;38.440898,-78.874173
23426;Sanford;VA;37.93359;-75.67692;-5;1;37.93359,-75.67692
24007;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
20158;Hamilton;VA;39.137667;-77.66186;-5;1;39.137667,-77.66186
23412;Modest Town;VA;37.790415;-75.60347;-5;1;37.790415,-75.60347
24178;Villamont;VA;37.310494;-79.789799;-5;1;37.310494,-79.789799
23943;Hampden Sydney;VA;37.241732;-78.4632;-5;1;37.241732,-78.4632
24165;Spencer;VA;36.590431;-80.03589;-5;1;36.590431,-80.03589
24209;Bristol;VA;36.761613;-81.968712;-5;1;36.761613,-81.968712
23395;Horntown;VA;37.95715;-75.45296;-5;1;37.95715,-75.45296
24512;Lynchburg;VA;37.242503;-79.109789;-5;1;37.242503,-79.109789
22738;Rochelle;VA;38.303414;-78.28937;-5;1;38.303414,-78.28937
23232;Richmond;VA;37.520187;-77.408359;-5;1;37.520187,-77.408359
22135;Quantico;VA;38.721912;-77.466897;-5;1;38.721912,-77.466897
22572;Warsaw;VA;37.957869;-76.75725;-5;1;37.957869,-76.75725
23058;Glen Allen;VA;37.531296;-77.416103;-5;1;37.531296,-77.416103
22092;Herndon;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
22437;Center Cross;VA;37.790946;-76.78764;-5;1;37.790946,-76.78764
23458;Virginia Beach;VA;36.847388;-76.15581;-5;1;36.847388,-76.15581
22660;Toms Brook;VA;38.949013;-78.43921;-5;1;38.949013,-78.43921
22907;Charlottesville;VA;38.040101;-78.485066;-5;1;38.040101,-78.485066
23923;Charlotte Court House;VA;37.074876;-78.63263;-5;1;37.074876,-78.63263
24016;Roanoke;VA;37.272186;-79.95321;-5;1;37.272186,-79.95321
23301;Accomac;VA;37.713561;-75.67108;-5;1;37.713561,-75.67108
23893;White Plains;VA;36.628802;-77.92817;-5;1;36.628802,-77.92817
24004;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
22747;Washington;VA;38.725801;-78.16767;-5;1;38.725801,-78.16767
24044;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
20196;Reston;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
23442;Temperanceville;VA;37.887538;-75.53645;-5;1;37.887538,-75.53645
24175;Troutville;VA;37.427597;-79.90595;-5;1;37.427597,-79.90595
23320;Chesapeake;VA;36.761698;-76.24511;-5;1;36.761698,-76.24511
23322;Chesapeake;VA;36.687543;-76.22905;-5;1;36.687543,-76.22905
23883;Surry;VA;37.14051;-76.74342;-5;1;37.14051,-76.74342
20195;Reston;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
23899;Claremont;VA;37.227291;-76.96545;-5;1;37.227291,-76.96545
23661;Hampton;VA;37.005814;-76.38316;-5;1;37.005814,-76.38316
24375;Sugar Grove;VA;36.790265;-81.37541;-5;1;36.790265,-81.37541
20132;Purcellville;VA;39.146479;-77.72798;-5;1;39.146479,-77.72798
23021;Bohannon;VA;37.3946;-76.36571;-5;1;37.3946,-76.36571
24150;Ripplemead;VA;37.351691;-80.67726;-5;1;37.351691,-80.67726
22332;Alexandria;VA;38.803142;-77.072679;-5;1;38.803142,-77.072679
24514;Lynchburg;VA;37.400944;-79.178506;-5;1;37.400944,-79.178506
24224;Castlewood;VA;36.870051;-82.27792;-5;1;36.870051,-82.27792
22043;Falls Church;VA;38.901311;-77.19777;-5;1;38.901311,-77.19777
24314;Bastian;VA;37.183901;-81.17641;-5;1;37.183901,-81.17641
22308;Alexandria;VA;38.728464;-77.05701;-5;1;38.728464,-77.05701
23465;Virginia Beach;VA;36.851243;-76.169215;-5;1;36.851243,-76.169215
22611;Berryville;VA;39.156378;-77.97857;-5;1;39.156378,-77.97857
24603;Big Rock;VA;37.371119;-82.1645;-5;1;37.371119,-82.1645
20180;Lovettsville;VA;39.261906;-77.64239;-5;1;39.261906,-77.64239
24649;Swords Creek;VA;37.077291;-81.91973;-5;1;37.077291,-81.91973
23870;Jarratt;VA;36.721471;-77.531996;-5;1;36.721471,-77.531996
24201;Bristol;VA;36.606582;-82.18087;-5;1;36.606582,-82.18087
24130;Oriskany;VA;37.555083;-79.786151;-5;1;37.555083,-79.786151
24184;Wirtz;VA;37.068743;-79.74911;-5;1;37.068743,-79.74911
23183;White Marsh;VA;37.363201;-76.532492;-5;1;37.363201,-76.532492
23218;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
23891;Waverly;VA;36.909845;-77.286287;-5;1;36.909845,-77.286287
24515;Lynchburg;VA;37.400944;-79.178506;-5;1;37.400944,-79.178506
22241;Arlington;VA;38.880811;-77.11295;-5;1;38.880811,-77.11295
24283;Saint Paul;VA;36.943316;-82.33154;-5;1;36.943316,-82.33154
23467;Virginia Beach;VA;36.795669;-76.012628;-5;1;36.795669,-76.012628
23964;Red Oak;VA;36.780021;-78.62102;-5;1;36.780021,-78.62102
24415;Brownsburg;VA;37.929347;-79.31644;-5;1;37.929347,-79.31644
22446;Corbin;VA;38.171755;-77.408163;-5;1;38.171755,-77.408163
20176;Leesburg;VA;39.138978;-77.54519;-5;1;39.138978,-77.54519
23241;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
24555;Glasgow;VA;37.641788;-79.45652;-5;1;37.641788,-79.45652
20177;Leesburg;VA;39.158095;-77.666863;-5;1;39.158095,-77.666863
22082;Merrifield;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
23837;Courtland;VA;36.740306;-77.07132;-5;1;36.740306,-77.07132
23860;Hopewell;VA;37.287869;-77.29359;-5;1;37.287869,-77.29359
24354;Marion;VA;36.828526;-81.53045;-5;1;36.828526,-81.53045
20168;Haymarket;VA;38.721912;-77.466897;-5;1;38.721912,-77.466897
22192;Woodbridge;VA;38.678451;-77.30657;-5;1;38.678451,-77.30657
23153;Sandy Hook;VA;37.787745;-77.96916;-5;1;37.787745,-77.96916
23451;Virginia Beach;VA;36.864788;-76.00098;-5;1;36.864788,-76.00098
24471;Port Republic;VA;38.310311;-78.80409;-5;1;38.310311,-78.80409
24608;Burkes Garden;VA;37.13549;-81.563406;-5;1;37.13549,-81.563406
22646;Millwood;VA;39.069682;-78.03752;-5;1;39.069682,-78.03752
23108;Mascot;VA;37.642543;-76.73554;-5;1;37.642543,-76.73554
23832;Chesterfield;VA;37.405699;-77.5838;-5;1;37.405699,-77.5838
24351;Lambsburg;VA;36.580074;-80.76311;-5;1;36.580074,-80.76311
22639;Hume;VA;38.814086;-78.01898;-5;1;38.814086,-78.01898
24413;Blue Grass;VA;38.521373;-79.58361;-5;1;38.521373,-79.58361
23663;Hampton;VA;37.031474;-76.31637;-5;1;37.031474,-76.31637
24027;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
20122;Centreville;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
24570;Lowry;VA;37.333936;-79.406303;-5;1;37.333936,-79.406303
22947;Keswick;VA;38.025346;-78.32925;-5;1;38.025346,-78.32925
23260;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
24536;Coleman Falls;VA;37.486603;-79.30501;-5;1;37.486603,-79.30501
23273;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
23968;Skipwith;VA;36.702863;-78.51218;-5;1;36.702863,-78.51218
23409;Mears;VA;37.859953;-75.62995;-5;1;37.859953,-75.62995
23436;Suffolk;VA;36.894736;-76.51281;-5;1;36.894736,-76.51281
23468;Virginia Beach;VA;36.843948;-76.142407;-5;1;36.843948,-76.142407
20194;Reston;VA;38.977362;-77.34658;-5;1;38.977362,-77.34658
24265;Keokee;VA;36.851769;-82.93593;-5;1;36.851769,-82.93593
24574;Monroe;VA;37.576208;-79.26133;-5;1;37.576208,-79.26133
23270;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
23404;Locustville;VA;37.635838;-75.66642;-5;1;37.635838,-75.66642
24161;Sandy Level;VA;36.985629;-79.53939;-5;1;36.985629,-79.53939
22096;Reston;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
22476;Hustle;VA;38.036866;-77.08033;-5;1;38.036866,-77.08033
22851;Stanley;VA;38.567459;-78.50696;-5;1;38.567459,-78.50696
22964;Piney River;VA;37.725074;-78.99245;-5;1;37.725074,-78.99245
24221;Blackwater;VA;36.627827;-82.96464;-5;1;36.627827,-82.96464
24630;North Tazewell;VA;37.155621;-81.49787;-5;1;37.155621,-81.49787
22603;Winchester;VA;39.267257;-78.19396;-5;1;39.267257,-78.19396
23282;Richmond;VA;37.524246;-77.493157;-5;1;37.524246,-77.493157
23506;Norfolk;VA;36.931166;-76.23972;-5;1;36.931166,-76.23972
23325;Chesapeake;VA;36.814897;-76.23848;-5;1;36.814897,-76.23848
23115;Millers Tavern;VA;37.826347;-76.87751;-5;1;37.826347,-76.87751
24236;Damascus;VA;36.624632;-81.76732;-5;1;36.624632,-81.76732
23113;Midlothian;VA;37.51338;-77.64165;-5;1;37.51338,-77.64165
24225;Cleveland;VA;36.968491;-82.1623;-5;1;36.968491,-82.1623
23420;Painter;VA;37.589068;-75.79947;-5;1;37.589068,-75.79947
24139;Pittsville;VA;37.010279;-79.47217;-5;1;37.010279,-79.47217
23316;Cheriton;VA;37.284061;-75.96909;-5;1;37.284061,-75.96909
22037;Fairfax;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
22122;Newington;VA;38.831813;-77.288755;-5;1;38.831813,-77.288755
23313;Capeville;VA;37.201937;-75.952409;-5;1;37.201937,-75.952409
23430;Smithfield;VA;36.978861;-76.63973;-5;1;36.978861,-76.63973
24032;Roanoke;VA;37.274175;-79.95786;-5;1;37.274175,-79.95786
24248;Ewing;VA;36.62928;-83.48322;-5;1;36.62928,-83.48322
24618;Harman;VA;37.287992;-82.027408;-5;1;37.287992,-82.027408
24635;Pocahontas;VA;37.305821;-81.34697;-5;1;37.305821,-81.34697
22517;Mollusk;VA;37.750280000000004;-76.578109;-5;1;37.75028,-76.578109
23111;Mechanicsville;VA;37.605641;-77.31536;-5;1;37.605641,-77.31536
23116;Mechanicsville;VA;37.662559;-77.36778;-5;1;37.662559,-77.36778
23027;Cartersville;VA;37.653694;-78.11902;-5;1;37.653694,-78.11902
23155;Severn;VA;37.418242;-76.508402;-5;1;37.418242,-76.508402
